hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_guests,total_nights,total_revenue,arrival_month_num,arrival_date,season,traveler_type,is_weekend_booking,has_special_request
City Hotel,0,252,2017,April,44,12,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,4,0,0,Transient,119.61,1,4,Check-Out,2015-10-19,2,6,717.66,4,2017-04-12,Spring,Leisure,1,1
City Hotel,1,137,2018,August,40,21,1,3,2,0,0,BB,BEL,Online TA,TA/TO,1,0,2,C,A,0,No Deposit,7,0,0,Transient,153.54,0,0,Canceled,2015-11-08,2,4,614.16,8,2018-08-21,Summer,Leisure,1,0
Resort Hotel,0,14,2017,August,52,11,0,3,2,0,0,BB,FRA,Online TA,TA/TO,1,0,1,E,A,0,Non Refund,0,0,0,Transient,139.23,0,1,Check-Out,2018-04-29,2,3,417.69,8,2017-08-11,Summer,Leisure,0,1
Resort Hotel,1,53,2018,August,27,10,2,1,4,3,0,BB,Unknown,Direct,Direct,1,0,2,A,A,0,No Deposit,0,0,0,Transient-Party,155.15,0,0,Canceled,2018-05-16,7,3,465.45,8,2018-08-10,Summer,Group/Family,1,0
Resort Hotel,0,45,2018,August,43,23,0,3,2,0,0,Undefined,ESP,Online TA,Corporate,0,0,0,F,A,0,No Deposit,0,0,0,Transient,171.5,0,0,Check-Out,2016-07-18,2,3,514.5,8,2018-08-23,Summer,Leisure,0,0
City Hotel,1,81,2017,July,43,3,1,3,2,0,0,BB,USA,Complementary,TA/TO,0,2,0,D,A,0,No Deposit,0,0,0,Transient,134.34,0,5,Canceled,2017-12-24,2,4,537.36,7,2017-07-03,Summer,Leisure,1,1
City Hotel,0,65,2019,January,50,12,1,3,2,0,0,BB,ITA,Aviation,TA/TO,0,0,0,A,A,1,No Deposit,0,0,0,Transient,57.62,0,1,Check-Out,2017-11-26,2,4,230.48,1,2019-01-12,Winter,Leisure,1,1
City Hotel,1,288,2017,November,23,4,1,6,3,0,0,SC,ESP,Corporate,TA/TO,0,1,0,B,B,0,No Deposit,2,0,0,Transient-Party,49.72,0,2,Canceled,2016-01-25,3,7,348.04,11,2017-11-04,Autumn,Group/Family,1,1
City Hotel,0,82,2018,October,38,10,1,0,1,0,0,BB,ESP,Groups,TA/TO,1,0,5,F,C,2,No Deposit,7,0,0,Contract,106.05,0,0,Check-Out,2017-06-29,1,1,106.05,10,2018-10-10,Autumn,Leisure,1,0
City Hotel,0,29,2019,April,2,2,1,1,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,B,E,0,No Deposit,3,0,0,Transient,85.56,0,0,Check-Out,2016-09-27,2,2,171.12,4,2019-04-02,Spring,Leisure,1,0
City Hotel,1,88,2019,June,13,12,0,1,2,0,0,SC,Unknown,Direct,TA/TO,1,0,4,A,A,0,No Deposit,9,0,2,Transient,133.11,1,0,Canceled,2018-10-25,2,1,133.11,6,2019-06-12,Summer,Leisure,0,0
Resort Hotel,0,44,2019,October,27,28,2,6,3,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,7,0,0,Transient-Party,95.23,0,0,Check-Out,2017-06-05,3,8,761.84,10,2019-10-28,Autumn,Group/Family,1,0
City Hotel,1,154,2017,December,18,11,2,1,2,2,0,HB,FRA,Online TA,Direct,0,0,0,A,A,0,No Deposit,10,0,0,Transient,84.02,0,0,Canceled,2016-03-28,4,3,252.06,12,2017-12-11,Winter,Group/Family,1,0
City Hotel,0,16,2017,December,8,14,2,4,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient,108.42,0,1,Check-Out,2018-12-17,3,6,650.52,12,2017-12-14,Winter,Group/Family,1,1
City Hotel,1,14,2017,November,37,15,0,1,1,0,0,BB,GBR,Online TA,Direct,0,0,0,A,F,1,No Deposit,3,0,3,Transient-Party,74.83,0,2,Canceled,2016-06-21,1,1,74.83,11,2017-11-15,Autumn,Leisure,0,1
City Hotel,0,351,2018,April,7,14,5,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,A,0,No Deposit,1,0,3,Transient,54.02,0,3,Check-Out,2019-02-10,1,6,324.12,4,2018-04-14,Spring,Leisure,1,1
City Hotel,1,177,2018,November,16,26,0,1,2,2,0,SC,DEU,Online TA,TA/TO,0,0,0,D,B,0,No Deposit,0,0,0,Transient,41.13,1,2,Canceled,2017-05-11,4,1,41.13,11,2018-11-26,Autumn,Group/Family,0,1
City Hotel,1,64,2017,November,18,12,3,2,2,0,0,BB,GBR,Offline TA/TO,Corporate,0,1,0,D,A,0,No Deposit,1,0,0,Group,35.55,0,1,Canceled,2018-04-28,2,5,177.75,11,2017-11-12,Autumn,Leisure,1,1
Resort Hotel,0,28,2018,June,16,2,1,2,2,0,0,BB,USA,Online TA,Corporate,0,1,0,B,A,0,No Deposit,0,0,0,Transient,100.59,0,2,Check-Out,2015-12-15,2,3,301.77,6,2018-06-02,Summer,Leisure,1,1
City Hotel,1,222,2017,June,43,23,1,0,3,1,0,BB,ESP,Offline TA/TO,Corporate,0,1,0,A,D,0,No Deposit,7,0,0,Transient-Party,96.55,0,0,Canceled,2019-04-01,4,1,96.55,6,2017-06-23,Summer,Group/Family,1,0
City Hotel,1,415,2017,July,51,2,1,3,3,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,B,1,No Deposit,0,1,0,Transient-Party,137.81,0,5,Canceled,2018-07-14,3,4,551.24,7,2017-07-02,Summer,Corporate,1,1
City Hotel,1,85,2018,August,30,1,1,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,D,3,No Deposit,4,0,0,Transient-Party,155.35,1,2,Canceled,2016-02-19,2,4,621.4,8,2018-08-01,Summer,Leisure,1,1
Resort Hotel,0,57,2018,May,14,20,2,2,1,0,1,BB,ITA,Offline TA/TO,TA/TO,0,0,0,B,A,0,No Deposit,3,0,0,Transient,55.27,0,1,Check-Out,2018-05-11,2,4,221.08,5,2018-05-20,Spring,Leisure,1,1
Resort Hotel,0,38,2019,January,14,15,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,0,0,Transient,83.23,0,2,Check-Out,2016-01-23,2,3,249.69,1,2019-01-15,Winter,Leisure,1,1
Resort Hotel,0,6,2017,March,16,22,2,1,3,0,0,BB,PRT,Online TA,Corporate,0,0,0,D,A,1,No Deposit,3,1,0,Transient,77.79,0,1,Check-Out,2016-01-14,3,3,233.37,3,2017-03-22,Spring,Corporate,1,1
City Hotel,1,61,2018,July,37,10,1,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient,126.99,0,0,Canceled,2017-05-10,1,2,253.98,7,2018-07-10,Summer,Leisure,1,0
City Hotel,1,224,2016,May,21,26,5,3,1,0,0,BB,FRA,Corporate,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient-Party,128.55,0,1,Canceled,2016-04-07,1,8,1028.4,5,2016-05-26,Spring,Leisure,1,1
City Hotel,0,56,2017,September,8,20,1,3,2,0,0,BB,DEU,Corporate,Corporate,0,1,0,E,A,0,No Deposit,2,0,0,Transient,93.57,1,0,Check-Out,2016-10-11,2,4,374.28,9,2017-09-20,Autumn,Leisure,1,0
City Hotel,1,125,2018,March,40,1,3,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,2,3,0,Transient,84.89,0,0,Canceled,2019-01-02,2,8,679.12,3,2018-03-01,Spring,Corporate,1,0
Resort Hotel,0,2,2019,November,30,1,2,4,2,0,0,BB,ITA,Corporate,TA/TO,0,0,0,D,C,0,No Deposit,2,0,0,Transient-Party,104.95,0,1,Check-Out,2017-08-12,2,6,629.7,11,2019-11-01,Autumn,Last-Minute,1,1
City Hotel,0,11,2017,November,5,25,0,3,2,0,0,BB,IRL,Offline TA/TO,Corporate,0,0,0,A,A,3,Refundable,0,0,0,Transient,71.65,0,4,Check-Out,2016-04-03,2,3,214.95,11,2017-11-25,Autumn,Leisure,0,1
Resort Hotel,1,110,2017,November,13,1,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,3,0,0,Transient,66.26,0,2,Canceled,2019-01-12,2,1,66.26,11,2017-11-01,Autumn,Leisure,0,1
Resort Hotel,1,78,2018,September,4,23,4,2,1,0,0,BB,IRL,Groups,TA/TO,0,2,0,A,D,1,No Deposit,6,0,0,Transient,111.87,1,1,Canceled,2017-01-10,1,6,671.22,9,2018-09-23,Autumn,Leisure,1,1
City Hotel,0,21,2017,March,39,11,3,2,4,0,0,BB,GBR,Online TA,Direct,0,0,0,D,B,1,No Deposit,6,0,0,Transient,65.4,0,0,Check-Out,2017-10-15,4,5,327.0,3,2017-03-11,Spring,Group/Family,1,0
Resort Hotel,0,149,2019,July,6,28,0,2,2,2,0,BB,DEU,Corporate,GDS,1,0,4,A,A,0,No Deposit,3,0,10,Transient,143.38,1,0,Check-Out,2019-06-10,4,2,286.76,7,2019-07-28,Summer,Group/Family,0,0
City Hotel,0,192,2018,March,47,28,0,1,2,1,0,BB,USA,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0,1,0,Transient,61.3,0,0,Check-Out,2018-05-10,3,1,61.3,3,2018-03-28,Spring,Corporate,0,0
City Hotel,0,141,2017,December,45,12,0,2,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,E,0,No Deposit,0,0,0,Transient,91.83,1,1,Check-Out,2015-07-02,2,2,183.66,12,2017-12-12,Winter,Leisure,0,1
City Hotel,1,195,2018,June,28,15,2,1,1,3,1,BB,Unknown,Online TA,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,113.38,1,0,Canceled,2017-03-30,5,3,340.14,6,2018-06-15,Summer,Group/Family,1,0
City Hotel,1,36,2018,August,18,14,2,3,4,0,0,BB,PRT,Online TA,TA/TO,1,0,3,A,A,0,No Deposit,0,0,0,Transient,100.64,0,1,Canceled,2017-08-05,4,5,503.2,8,2018-08-14,Summer,Group/Family,1,1
City Hotel,0,253,2017,October,31,23,1,6,2,3,0,BB,NLD,Direct,TA/TO,1,1,1,A,A,0,No Deposit,6,0,0,Transient,107.49,0,0,Check-Out,2017-02-05,5,7,752.43,10,2017-10-23,Autumn,Group/Family,1,0
City Hotel,1,500,2018,November,22,1,1,1,1,0,0,BB,RUS,Online TA,GDS,0,2,0,A,A,0,Non Refund,4,0,0,Transient,114.18,0,0,Canceled,2018-03-28,1,2,228.36,11,2018-11-01,Autumn,Leisure,1,0
City Hotel,0,41,2016,September,27,1,1,5,2,0,0,BB,ITA,Direct,GDS,0,0,0,A,D,2,No Deposit,2,0,15,Transient,100.4,0,1,Check-Out,2016-06-15,2,6,602.4,9,2016-09-01,Autumn,Leisure,1,1
City Hotel,1,500,2018,September,29,6,1,2,1,0,0,BB,GBR,Online TA,TA/TO,0,1,0,A,B,1,No Deposit,7,0,0,Transient-Party,128.32,0,1,Canceled,2015-07-17,1,3,384.96,9,2018-09-06,Autumn,Leisure,1,1
City Hotel,1,46,2017,July,35,24,0,3,2,1,0,BB,PRT,Offline TA/TO,Direct,0,0,0,A,B,1,No Deposit,3,0,0,Transient-Party,146.94,1,0,Canceled,2016-12-26,3,3,440.82,7,2017-07-24,Summer,Group/Family,0,0
City Hotel,1,1,2019,August,35,23,0,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,3,0,0,Transient,149.34,0,0,Canceled,2018-03-21,3,3,448.02,8,2019-08-23,Summer,Group/Family,0,0
City Hotel,1,54,2017,March,38,22,3,1,4,0,0,HB,GBR,Offline TA/TO,TA/TO,0,2,0,A,C,1,No Deposit,6,0,0,Transient,86.24,0,1,Canceled,2018-02-05,4,4,344.96,3,2017-03-22,Spring,Group/Family,1,1
City Hotel,0,500,2017,November,50,26,2,2,3,0,0,SC,FRA,Offline TA/TO,Corporate,0,0,0,G,A,2,No Deposit,0,0,0,Transient,36.14,0,1,Check-Out,2018-02-18,3,4,144.56,11,2017-11-26,Autumn,Group/Family,1,1
Resort Hotel,1,22,2019,August,13,3,3,3,2,0,0,BB,PRT,Online TA,Corporate,1,0,1,B,A,1,No Deposit,0,0,30,Transient,148.72,0,0,Canceled,2017-11-29,2,6,892.32,8,2019-08-03,Summer,Leisure,1,0
Resort Hotel,0,16,2016,February,14,14,0,5,2,1,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,Non Refund,0,0,30,Group,71.27,0,2,No-Show,2017-03-20,3,5,356.35,2,2016-02-14,Winter,Group/Family,0,1
Resort Hotel,0,7,2017,November,32,28,3,1,2,0,0,BB,POL,Complementary,Direct,1,3,1,E,A,1,Non Refund,0,0,3,Transient-Party,111.22,0,1,Check-Out,2015-10-14,2,4,444.88,11,2017-11-28,Autumn,Last-Minute,1,1
Resort Hotel,0,39,2017,July,16,27,4,2,2,1,0,BB,PRT,Groups,GDS,0,0,0,A,A,0,No Deposit,0,0,0,Group,108.54,0,1,Check-Out,2018-11-23,3,6,651.24,7,2017-07-27,Summer,Group/Family,1,1
City Hotel,1,260,2017,November,32,23,2,7,2,0,0,BB,ESP,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0,0,0,Transient,109.0,0,0,Canceled,2018-04-07,2,9,981.0,11,2017-11-23,Autumn,Leisure,1,0
Resort Hotel,0,36,2019,November,6,6,0,4,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,0,0,Transient,118.1,2,1,Check-Out,2019-02-28,3,4,472.4,11,2019-11-06,Autumn,Group/Family,0,1
City Hotel,1,0,2018,October,41,8,0,2,2,0,2,BB,GBR,Groups,TA/TO,0,0,0,A,E,0,No Deposit,2,0,0,Transient,65.15,0,0,Canceled,2018-12-11,4,2,130.3,10,2018-10-08,Autumn,Group/Family,0,0
City Hotel,0,41,2016,February,48,20,0,1,1,1,0,BB,FRA,Offline TA/TO,GDS,1,0,3,G,B,0,No Deposit,4,0,0,Transient,40.01,1,1,Check-Out,2018-03-12,2,1,40.01,2,2016-02-20,Winter,Leisure,0,1
Resort Hotel,0,66,2018,May,41,25,0,3,1,2,0,BB,NLD,Online TA,Direct,1,0,3,A,C,0,No Deposit,2,0,0,Transient,128.37,0,1,Check-Out,2016-05-22,3,3,385.11,5,2018-05-25,Spring,Group/Family,0,1
City Hotel,0,111,2018,November,45,15,4,3,4,0,2,BB,IRL,Direct,TA/TO,0,0,0,A,A,0,No Deposit,2,0,0,Transient,64.2,0,2,Check-Out,2017-11-11,6,7,449.4,11,2018-11-15,Autumn,Group/Family,1,1
Resort Hotel,0,16,2019,November,16,17,3,2,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,D,0,No Deposit,0,0,0,Group,74.88,0,1,Check-Out,2018-01-22,1,5,374.4,11,2019-11-17,Autumn,Leisure,1,1
Resort Hotel,0,68,2017,July,8,28,1,4,2,0,1,BB,ITA,Groups,TA/TO,0,0,0,B,A,1,No Deposit,7,0,0,Transient,160.55,0,1,Check-Out,2016-09-27,3,5,802.75,7,2017-07-28,Summer,Group/Family,1,1
Resort Hotel,0,13,2018,July,36,23,3,3,1,0,0,BB,IRL,Direct,Corporate,0,0,0,A,E,0,No Deposit,7,0,0,Transient,111.0,0,1,Check-Out,2016-01-29,1,6,666.0,7,2018-07-23,Summer,Leisure,1,1
Resort Hotel,0,15,2018,April,22,9,3,2,1,1,0,BB,ITA,Offline TA/TO,Corporate,0,0,0,A,C,0,Non Refund,4,0,0,Transient,114.28,1,1,Check-Out,2018-09-27,2,5,571.4,4,2018-04-09,Spring,Leisure,1,1
City Hotel,0,45,2018,December,40,16,1,2,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,B,A,0,No Deposit,0,0,0,Transient-Party,55.31,0,1,Check-Out,2017-07-17,2,3,165.93,12,2018-12-16,Winter,Leisure,1,1
City Hotel,0,196,2018,April,21,26,0,2,2,0,0,BB,ESP,Corporate,TA/TO,0,1,0,E,A,0,No Deposit,2,0,0,Transient,54.08,0,0,No-Show,2019-05-07,2,2,108.16,4,2018-04-26,Spring,Leisure,0,0
City Hotel,0,65,2017,April,42,1,0,4,2,0,1,BB,SWE,Groups,Direct,0,1,0,F,B,0,No Deposit,4,0,2,Transient,98.33,0,0,Check-Out,2017-02-11,3,4,393.32,4,2017-04-01,Spring,Group/Family,0,0
City Hotel,0,34,2018,August,14,26,1,2,2,1,1,SC,DNK,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,6,0,0,Transient,148.82,0,1,Check-Out,2018-06-06,4,3,446.46,8,2018-08-26,Summer,Group/Family,1,1
City Hotel,0,2,2018,May,51,16,0,2,2,1,0,HB,ESP,Groups,Direct,0,0,0,D,E,2,No Deposit,0,0,0,Transient,46.31,0,1,Check-Out,2018-03-27,3,2,92.62,5,2018-05-16,Spring,Group/Family,0,1
Resort Hotel,1,8,2019,December,10,19,0,4,3,0,0,BB,IRL,Online TA,Direct,0,0,0,A,A,1,No Deposit,4,0,0,Transient,112.35,1,1,Canceled,2018-12-19,3,4,449.4,12,2019-12-19,Winter,Group/Family,0,1
Resort Hotel,0,24,2017,January,34,23,1,0,2,0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,C,A,0,No Deposit,0,0,0,Transient,113.39,0,0,Check-Out,2016-03-19,2,1,113.39,1,2017-01-23,Winter,Leisure,1,0
City Hotel,1,25,2018,January,13,9,0,7,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,G,A,0,No Deposit,4,0,0,Transient,62.2,2,1,Canceled,2017-09-02,2,7,435.4,1,2018-01-09,Winter,Leisure,0,1
City Hotel,1,92,2019,July,31,17,0,5,1,0,0,SC,PRT,Direct,Direct,0,0,0,G,A,0,No Deposit,0,0,0,Transient,145.67,2,2,Canceled,2018-10-15,1,5,728.35,7,2019-07-17,Summer,Leisure,0,1
City Hotel,0,65,2018,July,43,6,1,4,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,7,0,7,Transient,115.58,0,0,Check-Out,2017-05-10,4,5,577.9,7,2018-07-06,Summer,Group/Family,1,0
City Hotel,1,146,2019,April,39,27,3,2,1,2,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,1,No Deposit,0,0,0,Transient,101.71,1,2,Canceled,2018-11-16,3,5,508.55,4,2019-04-27,Spring,Group/Family,1,1
Resort Hotel,1,116,2019,July,18,14,1,5,1,2,0,HB,BEL,Groups,Corporate,0,0,0,C,A,0,No Deposit,2,0,0,Transient-Party,77.33,0,2,Canceled,2016-03-14,3,6,463.98,7,2019-07-14,Summer,Group/Family,1,1
City Hotel,1,44,2017,June,33,18,2,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,1,0,1,A,D,0,No Deposit,3,0,0,Transient-Party,92.64,0,3,Canceled,2018-01-30,2,6,555.84,6,2017-06-18,Summer,Leisure,1,1
City Hotel,1,282,2018,November,14,21,4,4,2,0,0,BB,POL,Online TA,TA/TO,0,2,0,A,A,0,No Deposit,7,0,0,Group,126.92,1,3,Canceled,2017-08-01,2,8,1015.36,11,2018-11-21,Autumn,Leisure,1,1
City Hotel,0,147,2017,January,37,14,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,A,0,Non Refund,5,1,0,Group,90.04,0,5,Check-Out,2019-05-15,2,1,90.04,1,2017-01-14,Winter,Corporate,0,1
City Hotel,0,4,2018,December,8,23,5,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,4,Non Refund,4,0,0,Transient-Party,73.84,0,0,Check-Out,2015-10-11,2,8,590.72,12,2018-12-23,Winter,Last-Minute,1,0
City Hotel,1,187,2017,August,15,7,1,5,2,1,2,BB,PRT,Offline TA/TO,GDS,0,0,0,D,A,1,No Deposit,7,0,0,Transient,134.59,0,1,Canceled,2018-09-03,5,6,807.54,8,2017-08-07,Summer,Group/Family,1,1
City Hotel,1,81,2018,April,25,10,1,3,4,1,0,BB,NOR,Online TA,TA/TO,0,2,0,A,B,2,No Deposit,0,0,0,Transient-Party,57.69,0,0,Canceled,2017-05-26,5,4,230.76,4,2018-04-10,Spring,Group/Family,1,0
City Hotel,1,349,2018,February,46,16,2,3,4,1,0,SC,IRL,Online TA,Direct,1,0,2,E,A,0,No Deposit,4,0,0,Group,65.34,0,0,Canceled,2018-03-03,5,5,326.7,2,2018-02-16,Winter,Group/Family,1,0
City Hotel,0,46,2018,July,30,7,1,2,2,0,0,BB,PRT,Groups,TA/TO,1,0,2,D,A,1,No Deposit,4,0,0,Transient,85.6,0,1,Check-Out,2017-07-22,2,3,256.8,7,2018-07-07,Summer,Leisure,1,1
City Hotel,0,107,2017,May,38,28,0,3,2,0,0,BB,GBR,Direct,GDS,1,1,1,A,E,0,No Deposit,4,0,0,Transient,100.78,0,0,Check-Out,2016-10-30,2,3,302.34,5,2017-05-28,Spring,Leisure,0,0
Resort Hotel,1,7,2019,May,36,20,3,5,2,0,0,BB,BRA,Offline TA/TO,GDS,1,0,1,E,D,1,No Deposit,7,0,0,Transient,90.72,1,0,Canceled,2015-08-30,2,8,725.76,5,2019-05-20,Spring,Last-Minute,1,0
City Hotel,1,37,2016,May,39,28,0,3,2,1,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,0,0,0,Transient-Party,104.01,0,0,Canceled,2016-01-08,3,3,312.03,5,2016-05-28,Spring,Group/Family,0,0
City Hotel,0,76,2016,August,1,6,4,6,4,2,0,BB,GBR,Direct,TA/TO,0,0,0,A,E,1,No Deposit,3,0,3,Transient,123.64,0,2,Check-Out,2019-04-18,6,10,1236.4,8,2016-08-06,Summer,Group/Family,1,1
City Hotel,0,167,2017,August,44,27,5,2,2,2,0,HB,USA,Groups,Corporate,0,0,0,E,D,0,No Deposit,0,0,0,Transient,122.35,0,0,Check-Out,2016-03-06,4,7,856.45,8,2017-08-27,Summer,Group/Family,1,0
Resort Hotel,0,300,2019,February,22,26,0,1,2,2,0,BB,ITA,Online TA,Corporate,0,0,0,A,C,0,No Deposit,1,0,15,Transient,95.78,0,2,Check-Out,2017-06-08,4,1,95.78,2,2019-02-26,Winter,Group/Family,0,1
City Hotel,1,218,2019,July,14,6,3,0,1,0,0,BB,ESP,Direct,TA/TO,0,0,0,F,A,0,No Deposit,0,0,0,Contract,111.25,0,0,Canceled,2019-03-15,1,3,333.75,7,2019-07-06,Summer,Leisure,1,0
Resort Hotel,0,53,2018,October,36,7,5,3,2,0,0,HB,GBR,Direct,TA/TO,0,0,0,A,F,0,No Deposit,3,0,3,Transient,89.22,0,0,Check-Out,2015-09-10,2,8,713.76,10,2018-10-07,Autumn,Leisure,1,0
City Hotel,0,46,2019,March,16,25,5,4,2,0,0,BB,FRA,Direct,TA/TO,0,0,0,D,A,1,Refundable,0,0,0,Transient,105.34,0,1,Check-Out,2018-07-11,2,9,948.06,3,2019-03-25,Spring,Leisure,1,1
City Hotel,1,91,2017,November,11,22,2,4,3,0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,4,0,0,Transient,99.87,1,0,Canceled,2016-12-06,3,6,599.22,11,2017-11-22,Autumn,Group/Family,1,0
City Hotel,1,51,2019,August,42,28,1,6,1,2,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,0,0,0,Transient,152.13,0,0,Canceled,2015-09-20,3,7,1064.91,8,2019-08-28,Summer,Group/Family,1,0
City Hotel,1,23,2017,December,2,26,0,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,0,0,Transient,80.59,0,1,Canceled,2015-11-16,3,3,241.77,12,2017-12-26,Winter,Group/Family,0,1
Resort Hotel,1,87,2017,March,1,17,4,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,4,0,2,Transient,143.51,0,2,Canceled,2017-07-17,2,5,717.55,3,2017-03-17,Spring,Leisure,1,1
City Hotel,0,5,2017,December,40,8,0,3,2,0,0,HB,BEL,Online TA,Direct,0,0,0,D,B,0,No Deposit,2,0,0,Transient,107.79,0,2,Check-Out,2017-12-09,2,3,323.37,12,2017-12-08,Winter,Last-Minute,0,1
City Hotel,0,4,2018,August,21,2,2,5,3,0,0,BB,PRT,Corporate,Direct,0,0,0,D,A,0,No Deposit,0,0,0,Transient,122.14,0,1,Check-Out,2018-04-06,3,7,854.98,8,2018-08-02,Summer,Group/Family,1,1
City Hotel,1,8,2018,August,46,19,0,1,2,1,1,BB,PRT,Direct,TA/TO,0,0,0,D,A,1,No Deposit,0,0,0,Transient,149.9,0,1,Canceled,2016-11-13,4,1,149.9,8,2018-08-19,Summer,Group/Family,0,1
City Hotel,1,133,2017,July,4,28,1,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,3,0,2,Transient,100.63,0,2,Canceled,2016-02-28,3,3,301.89,7,2017-07-28,Summer,Group/Family,1,1
City Hotel,0,62,2019,January,26,21,0,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,G,2,No Deposit,4,2,0,Transient,69.09,1,5,Check-Out,2017-11-19,2,4,276.36,1,2019-01-21,Winter,Corporate,0,1
City Hotel,0,81,2018,December,45,22,0,1,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,D,0,No Deposit,6,0,0,Transient,76.55,0,4,Check-Out,2016-01-01,2,1,76.55,12,2018-12-22,Winter,Leisure,0,1
Resort Hotel,0,11,2017,August,19,7,1,5,1,2,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,G,A,0,No Deposit,1,0,0,Transient,142.9,0,1,Check-Out,2017-09-29,3,6,857.4,8,2017-08-07,Summer,Group/Family,1,1
City Hotel,1,35,2018,March,41,12,4,4,2,0,0,BB,FRA,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient-Party,84.48,1,2,Canceled,2018-02-11,2,8,675.84,3,2018-03-12,Spring,Leisure,1,1
City Hotel,0,53,2018,January,13,20,2,3,2,1,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,5,0,0,Transient,43.0,0,2,Check-Out,2018-09-22,4,5,215.0,1,2018-01-20,Winter,Group/Family,1,1
Resort Hotel,0,247,2019,February,52,3,2,7,2,0,0,SC,PRT,Offline TA/TO,GDS,0,0,0,D,A,3,No Deposit,5,0,0,Contract,69.2,0,2,Check-Out,2016-03-06,2,9,622.8,2,2019-02-03,Winter,Leisure,1,1
City Hotel,1,136,2018,August,45,25,2,2,3,0,0,HB,PRT,Online TA,TA/TO,1,0,4,D,D,0,No Deposit,6,0,0,Transient,144.52,0,2,Canceled,2019-01-01,3,4,578.08,8,2018-08-25,Summer,Group/Family,1,1
Resort Hotel,1,12,2018,August,24,4,2,6,1,2,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,0,0,Transient-Party,157.62,1,2,Canceled,2018-04-06,3,8,1260.96,8,2018-08-04,Summer,Group/Family,1,1
City Hotel,1,87,2017,July,39,25,1,2,1,1,0,BB,PRT,Complementary,TA/TO,0,0,0,A,G,0,No Deposit,4,0,0,Transient,116.56,0,0,Canceled,2017-06-17,2,3,349.68,7,2017-07-25,Summer,Leisure,1,0
