hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,26,2018,April,3,17,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,A,0,No Deposit,5.0,,0,Transient-Party,98.94,0,2,Canceled,2019-07-25
City Hotel,1,10,2018,September,45,12,1,4,2,2.0,0,SC,ITA,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,,0.0,0,Transient-Party,125.42,1,2,Canceled,2016-03-13
Resort Hotel,1,26,2018,June,16,16,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,123.03,0,0,Canceled,2019-07-10
City Hotel,1,164,2018,July,23,3,1,2,2,0.0,0,BB,SWE,Online TA,Direct,0,0,0,D,A,0,No Deposit,10.0,,0,Transient,115.41,0,0,Canceled,2018-05-05
City Hotel,0,85,2017,August,46,2,0,2,3,0.0,0,HB,NOR,Complementary,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient,131.34,0,2,Check-Out,2016-04-15
Resort Hotel,0,48,2018,November,51,26,0,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,2,0,A,A,0,Non Refund,1.0,,0,Contract,86.39,1,0,Check-Out,2015-08-08
Resort Hotel,0,32,2017,September,27,7,3,3,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,2,A,A,3,Non Refund,5.0,,3,Transient,130.42,1,0,Check-Out,2018-11-15
City Hotel,0,27,2017,February,29,6,1,7,2,0.0,1,BB,GBR,Complementary,Direct,0,0,0,D,D,2,No Deposit,2.0,,0,Contract,45.38,1,1,Check-Out,2017-05-21
City Hotel,0,39,2018,October,24,1,3,2,2,0.0,0,HB,CHN,Direct,Corporate,0,1,0,A,E,0,No Deposit,4.0,,0,Transient,105.31,0,0,Check-Out,2016-10-19
City Hotel,0,1,2017,December,18,15,4,2,2,0.0,1,BB,DEU,Offline TA/TO,Direct,0,0,0,D,C,0,No Deposit,4.0,,0,Contract,80.92,1,1,Check-Out,2018-05-24
City Hotel,0,344,2017,July,30,27,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,A,0,Non Refund,4.0,,0,Transient,75.74,0,0,Check-Out,2015-07-23
City Hotel,0,70,2018,December,48,12,2,1,2,0.0,0,HB,Unknown,Corporate,Corporate,0,0,0,A,B,0,No Deposit,0.0,,15,Transient,54.96,0,1,Check-Out,2017-02-28
City Hotel,1,78,2018,August,47,13,2,2,2,0.0,0,BB,DEU,Direct,TA/TO,1,0,3,A,C,0,No Deposit,0.0,,0,Transient,126.7,0,0,Canceled,2015-09-22
Resort Hotel,0,11,2018,July,14,8,2,5,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,B,A,0,No Deposit,4.0,,0,Transient,142.83,0,0,Check-Out,2015-12-31
City Hotel,0,247,2018,June,12,9,2,6,3,0.0,0,BB,GBR,Corporate,Corporate,1,0,2,A,A,1,No Deposit,5.0,1.0,0,Transient,105.15,0,2,Check-Out,2016-12-15
City Hotel,0,141,2018,August,46,1,2,4,3,0.0,2,SC,DNK,Online TA,TA/TO,0,0,0,F,D,1,No Deposit,8.0,0.0,0,Transient,121.08,0,1,Check-Out,2018-05-05
City Hotel,0,67,2018,April,17,5,1,0,2,0.0,0,BB,FRA,Corporate,TA/TO,0,0,0,G,D,0,No Deposit,0.0,,0,Transient,104.68,0,0,Check-Out,2018-07-06
City Hotel,1,252,2017,March,26,7,4,3,1,0.0,0,SC,FRA,Corporate,TA/TO,0,0,0,D,B,0,No Deposit,2.0,,0,Transient,90.01,0,0,Canceled,2018-12-05
Resort Hotel,0,91,2017,January,15,18,3,3,1,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,Refundable,4.0,,30,Transient,68.21,0,0,Check-Out,2016-04-18
Resort Hotel,0,3,2018,May,10,22,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,A,1,No Deposit,3.0,,0,Transient,67.53,0,1,Check-Out,2018-03-14
Resort Hotel,0,51,2017,June,6,8,1,4,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,3.0,,30,Transient,113.72,0,0,Check-Out,2015-10-14
City Hotel,1,3,2019,August,1,24,2,2,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,1.0,0.0,0,Transient,127.46,0,1,Canceled,2017-06-06
City Hotel,1,104,2019,May,35,26,0,2,1,1.0,0,SC,PRT,Corporate,TA/TO,0,0,0,A,B,0,No Deposit,5.0,,2,Transient,56.37,0,1,Canceled,2018-03-13
City Hotel,0,29,2017,December,8,10,5,1,2,0.0,0,BB,PRT,Online TA,Direct,0,1,0,A,A,0,No Deposit,5.0,,0,Transient,90.42,0,1,Check-Out,2016-01-28
City Hotel,1,223,2016,May,12,8,2,3,4,0.0,0,BB,AUT,Direct,TA/TO,1,0,3,A,D,0,No Deposit,7.0,,0,Transient,93.76,1,1,Canceled,2019-01-18
City Hotel,0,75,2016,July,14,12,3,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,C,0,No Deposit,2.0,,10,Transient-Party,100.61,1,4,Check-Out,2017-11-17
Resort Hotel,0,46,2017,March,13,16,0,6,1,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,E,0,Refundable,7.0,,0,Transient,91.95,0,0,Check-Out,2016-07-24
City Hotel,0,97,2017,May,19,12,2,0,1,0.0,0,BB,GBR,Online TA,TA/TO,1,3,4,C,B,1,No Deposit,2.0,,0,Transient-Party,109.55,0,0,Check-Out,2017-01-17
City Hotel,1,190,2018,February,26,22,1,6,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,A,1,No Deposit,0.0,,0,Transient-Party,75.22,0,0,Canceled,2019-05-06
City Hotel,0,55,2019,August,10,22,4,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,3.0,2.0,1,Transient,123.29,0,0,Check-Out,2015-12-25
City Hotel,0,348,2018,September,26,27,4,3,2,0.0,0,BB,PRT,Groups,TA/TO,1,0,1,A,B,0,No Deposit,10.0,,0,Transient,157.94,1,2,Check-Out,2016-01-30
City Hotel,0,132,2017,April,33,3,2,3,3,3.0,0,HB,GBR,Direct,GDS,0,0,0,C,A,0,No Deposit,7.0,,3,Transient,88.72,0,4,Check-Out,2018-08-25
Resort Hotel,0,3,2017,June,41,18,0,4,2,2.0,0,BB,BRA,Direct,TA/TO,0,0,0,A,C,0,No Deposit,0.0,,10,Contract,106.36,0,0,Check-Out,2018-11-11
Resort Hotel,0,44,2018,January,41,5,2,1,2,0.0,0,BB,PRT,Online TA,Direct,0,0,0,F,A,2,No Deposit,0.0,,0,Group,106.48,1,3,Check-Out,2018-05-10
Resort Hotel,0,1,2019,October,12,14,0,5,3,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,A,3,No Deposit,3.0,,0,Transient,56.41,0,2,Check-Out,2018-07-29
City Hotel,1,49,2019,October,34,25,2,4,2,0.0,0,BB,SWE,Corporate,Corporate,0,0,0,A,A,4,No Deposit,0.0,,0,Transient,61.67,0,1,Canceled,2017-03-14
City Hotel,0,216,2019,February,42,20,2,5,2,3.0,0,BB,PRT,Online TA,Corporate,0,0,0,A,B,0,No Deposit,3.0,,0,Transient,55.13,0,1,Check-Out,2016-07-06
City Hotel,1,62,2018,June,3,21,1,2,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,5,Transient-Party,124.49,0,1,Canceled,2018-03-06
City Hotel,0,174,2018,December,15,16,1,3,2,2.0,2,BB,ESP,Complementary,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Contract,66.76,0,1,Check-Out,2018-06-05
Resort Hotel,1,17,2017,June,30,22,2,2,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,10.0,0.0,0,Transient,117.84,0,1,Canceled,2016-11-03
City Hotel,1,75,2018,July,1,27,0,1,3,1.0,0,BB,DNK,Direct,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient-Party,101.59,0,0,Canceled,2017-01-21
City Hotel,1,89,2017,June,24,6,0,2,1,0.0,0,BB,Unknown,Online TA,GDS,1,2,4,A,A,1,Refundable,2.0,,0,Transient,119.03,1,1,Canceled,2016-05-03
City Hotel,0,48,2018,August,22,16,3,2,3,3.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,A,0,Non Refund,5.0,,1,Group,144.52,0,0,Check-Out,2015-07-23
City Hotel,1,6,2018,December,15,20,3,1,3,0.0,0,SC,GBR,Online TA,Direct,0,2,0,A,A,3,No Deposit,2.0,,0,Transient,50.96,0,4,Canceled,2018-10-04
Resort Hotel,0,40,2017,December,52,14,2,1,2,0.0,2,BB,GBR,Online TA,TA/TO,0,0,0,E,D,0,No Deposit,,,0,Transient-Party,90.92,2,1,Check-Out,2016-10-12
City Hotel,0,15,2016,October,3,20,3,2,2,1.0,0,HB,FRA,Offline TA/TO,TA/TO,1,0,3,A,A,0,No Deposit,0.0,,0,Transient,90.05,0,1,Check-Out,2018-08-02
City Hotel,0,52,2016,June,28,24,2,2,3,1.0,0,BB,AUT,Online TA,Direct,1,1,5,A,A,0,No Deposit,8.0,,0,Transient,101.22,0,1,Check-Out,2018-10-08
City Hotel,0,51,2016,July,16,5,0,2,3,1.0,0,BB,RUS,Online TA,Direct,0,2,0,D,F,3,No Deposit,7.0,,0,Transient,118.59,0,1,Check-Out,2016-04-17
City Hotel,1,19,2016,June,52,14,0,5,2,0.0,0,HB,CHE,Online TA,TA/TO,1,1,1,A,F,0,No Deposit,8.0,,0,Transient,91.2,0,0,Canceled,2018-08-02
Resort Hotel,0,19,2017,December,47,11,2,4,2,0.0,0,BB,DNK,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,0.0,0,Transient,111.1,1,3,Check-Out,2017-06-23
Resort Hotel,0,11,2017,September,33,21,4,0,1,0.0,0,BB,GBR,Offline TA/TO,Corporate,1,0,3,B,C,0,No Deposit,9.0,,0,Transient,108.93,1,1,Check-Out,2018-07-07
Resort Hotel,0,3,2017,July,8,9,1,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,G,2,No Deposit,3.0,0.0,0,Transient,159.69,1,2,Check-Out,2019-04-04
Resort Hotel,0,46,2019,January,45,20,0,3,3,1.0,0,SC,PRT,Online TA,TA/TO,1,3,1,F,E,0,No Deposit,10.0,0.0,0,Transient,68.95,0,2,Check-Out,2015-08-19
City Hotel,0,40,2017,July,36,7,1,1,1,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,4.0,,7,Transient,110.07,0,1,Check-Out,2018-03-10
Resort Hotel,1,10,2017,December,13,5,0,1,2,0.0,0,BB,DEU,Groups,Direct,0,0,0,A,A,0,No Deposit,5.0,,30,Transient,90.61,0,0,Canceled,2016-05-27
City Hotel,0,19,2018,July,32,15,2,2,2,0.0,0,BB,GBR,Online TA,Corporate,0,0,0,C,A,0,No Deposit,2.0,,0,Transient,121.7,0,0,Check-Out,2016-07-31
City Hotel,0,68,2019,April,52,25,0,3,1,1.0,0,BB,PRT,Online TA,Direct,0,0,0,A,B,1,No Deposit,3.0,,10,Transient,73.09,0,1,Check-Out,2019-01-22
Resort Hotel,0,88,2018,January,35,13,0,5,1,0.0,0,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,60.27,0,0,Check-Out,2016-09-09
City Hotel,1,66,2017,June,32,12,4,2,3,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,1,Non Refund,8.0,,0,Transient,84.96,0,0,Canceled,2019-03-22
Resort Hotel,0,44,2018,November,14,24,2,7,4,0.0,0,BB,AUT,Direct,TA/TO,0,2,0,G,D,0,Refundable,9.0,,0,Transient,113.57,0,0,Check-Out,2015-08-09
City Hotel,0,49,2018,December,45,15,0,6,3,0.0,0,BB,NOR,Direct,TA/TO,0,1,0,F,C,1,No Deposit,0.0,,0,Transient,63.8,1,0,Check-Out,2018-07-24
City Hotel,1,129,2018,December,25,24,2,3,4,0.0,0,BB,FIN,Corporate,TA/TO,0,0,0,A,D,0,No Deposit,4.0,0.0,0,Transient,55.65,0,1,Canceled,2019-01-26
Resort Hotel,1,10,2018,September,4,26,1,2,1,0.0,0,BB,GBR,Online TA,Undefined,0,0,0,E,F,1,No Deposit,3.0,,10,Transient-Party,136.46,1,2,Canceled,2017-03-13
Resort Hotel,0,34,2019,August,15,26,3,3,3,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,0,Transient,111.85,0,0,Check-Out,2018-03-20
City Hotel,1,36,2019,August,46,19,3,4,4,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,B,A,2,No Deposit,0.0,,1,Transient,135.53,1,1,Canceled,2018-12-10
City Hotel,0,81,2018,July,21,25,2,6,2,0.0,0,HB,DNK,Direct,Corporate,1,0,1,E,A,0,No Deposit,2.0,2.0,0,Transient,97.74,1,1,Check-Out,2019-01-02
City Hotel,1,185,2018,September,20,24,1,4,2,1.0,0,BB,ITA,Groups,GDS,1,0,2,A,A,1,Non Refund,2.0,,0,Transient,118.83,0,1,Canceled,2017-04-06
City Hotel,1,124,2018,June,30,19,1,2,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,G,D,0,No Deposit,9.0,,0,Group,101.16,1,0,Canceled,2019-01-19
City Hotel,0,4,2019,August,39,10,0,2,1,0.0,0,HB,IRL,Aviation,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,117.25,0,0,Check-Out,2018-02-19
Resort Hotel,0,2,2016,March,43,17,2,0,3,0.0,0,BB,BEL,Offline TA/TO,Direct,0,0,0,E,A,0,No Deposit,2.0,,0,Transient,82.26,0,0,Check-Out,2017-06-12
City Hotel,0,500,2019,May,13,16,2,0,4,0.0,0,SC,DEU,Complementary,TA/TO,1,0,1,C,A,1,No Deposit,0.0,,0,Transient,98.75,0,1,Check-Out,2018-12-11
Resort Hotel,1,14,2017,October,37,5,1,2,1,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient,87.43,0,0,Canceled,2018-02-16
City Hotel,0,69,2018,November,7,4,2,4,2,0.0,0,HB,DNK,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,62.6,1,1,Check-Out,2016-12-02
City Hotel,1,40,2019,July,27,24,2,2,4,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,C,A,0,No Deposit,,,7,Transient,138.55,0,0,Canceled,2015-09-19
Resort Hotel,1,64,2017,January,6,22,1,1,2,0.0,0,BB,PRT,Online TA,Corporate,0,0,0,A,D,0,No Deposit,0.0,,15,Transient-Party,78.54,1,0,Canceled,2016-08-27
City Hotel,1,21,2018,November,35,10,3,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,0.0,,0,Transient,60.53,1,0,Canceled,2019-06-04
City Hotel,0,34,2017,September,16,21,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,3.0,,10,Transient-Party,111.62,0,1,Check-Out,2016-10-09
City Hotel,0,149,2017,June,27,25,2,7,1,0.0,0,BB,USA,Corporate,TA/TO,0,0,0,A,D,0,No Deposit,10.0,,0,Transient,98.6,1,0,Check-Out,2015-11-02
Resort Hotel,0,109,2017,August,1,6,2,6,2,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,179.08,0,1,Check-Out,2019-06-22
Resort Hotel,0,86,2017,July,30,11,3,4,2,0.0,0,BB,GBR,Direct,Corporate,0,1,0,A,D,0,No Deposit,0.0,,0,Transient,98.8,0,1,Check-Out,2019-02-20
City Hotel,1,44,2017,July,36,11,1,4,2,0.0,2,BB,FIN,Corporate,TA/TO,0,0,0,C,D,0,No Deposit,2.0,,0,Transient,130.97,0,0,Canceled,2016-07-29
City Hotel,1,102,2019,November,1,27,1,2,1,0.0,0,HB,PRT,Online TA,GDS,0,0,0,A,A,1,No Deposit,,,0,Transient,79.64,0,1,Canceled,2017-12-24
City Hotel,1,46,2019,April,47,16,0,3,1,2.0,0,FB,USA,Corporate,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient,65.32,0,0,Canceled,2018-02-02
Resort Hotel,1,16,2017,March,18,14,1,7,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,3.0,0.0,0,Transient,65.4,0,0,Canceled,2016-05-13
Resort Hotel,1,56,2018,January,18,27,3,2,2,0.0,0,BB,FRA,Direct,TA/TO,0,0,0,D,A,0,No Deposit,5.0,,3,Transient,95.55,0,0,Canceled,2018-11-18
City Hotel,0,8,2016,May,33,19,3,7,1,0.0,2,BB,BRA,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,9.0,0.0,15,Transient-Party,85.77,0,3,No-Show,2018-08-06
City Hotel,1,232,2016,March,40,22,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0.0,0.0,0,Transient,103.73,1,3,Canceled,2017-05-24
City Hotel,0,97,2017,April,30,28,4,3,2,0.0,1,BB,CHN,Direct,TA/TO,0,0,0,B,D,1,No Deposit,,,0,Transient,59.68,0,0,Check-Out,2016-02-22
Resort Hotel,1,101,2019,January,1,27,2,4,2,0.0,0,BB,PRT,Online TA,Direct,1,0,3,A,A,0,No Deposit,,,0,Transient,66.99,0,0,Canceled,2017-11-26
Resort Hotel,0,8,2019,April,4,28,2,3,1,1.0,0,HB,GBR,Aviation,TA/TO,0,0,0,D,A,0,No Deposit,8.0,,7,Transient,78.91,0,3,Check-Out,2016-07-26
City Hotel,1,171,2017,June,32,4,3,2,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,2,0,A,A,0,No Deposit,0.0,,0,Contract,96.51,0,2,Canceled,2017-08-02
City Hotel,0,16,2017,January,3,5,0,4,2,0.0,0,BB,PRT,Online TA,Direct,0,1,0,E,B,2,No Deposit,1.0,0.0,0,Transient-Party,66.85,0,2,Check-Out,2017-07-06
City Hotel,1,401,2017,August,48,22,0,1,2,0.0,0,BB,NLD,Offline TA/TO,Undefined,0,0,0,A,C,0,No Deposit,,,2,Transient,119.96,1,0,Canceled,2017-09-21
Resort Hotel,1,74,2018,August,49,25,4,2,2,0.0,0,BB,NOR,Corporate,Corporate,1,1,2,A,A,2,No Deposit,5.0,,0,Transient-Party,151.2,0,2,Canceled,2019-05-24
City Hotel,1,81,2018,March,31,19,2,2,1,0.0,0,HB,BRA,Online TA,GDS,1,0,1,A,D,0,No Deposit,5.0,0.0,5,Transient,59.83,1,2,Canceled,2016-02-07
Resort Hotel,1,55,2017,August,18,17,3,2,2,0.0,0,BB,FRA,Online TA,Corporate,1,0,2,A,A,0,No Deposit,0.0,,3,Transient,169.19,0,1,Canceled,2019-08-07
City Hotel,0,22,2018,December,47,18,2,2,2,0.0,0,Undefined,ESP,Direct,GDS,0,0,0,A,A,1,No Deposit,1.0,,0,Contract,118.44,1,0,Check-Out,2018-02-05
City Hotel,1,500,2017,December,19,8,2,1,2,0.0,0,BB,SWE,Online TA,Direct,1,1,1,D,A,0,No Deposit,8.0,0.0,15,Transient,105.92,0,3,Canceled,2018-05-22
City Hotel,0,151,2019,January,36,4,2,4,2,0.0,0,BB,FRA,Offline TA/TO,Corporate,1,0,2,A,A,0,No Deposit,4.0,,0,Transient,40.71,1,3,Check-Out,2018-08-14
City Hotel,1,12,2018,October,29,23,3,1,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,5.0,,15,Transient,75.48,1,0,Canceled,2015-08-30
City Hotel,0,92,2018,June,39,18,0,3,2,2.0,0,HB,FRA,Corporate,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0.0,1,Transient,103.96,0,3,Check-Out,2015-11-08
Resort Hotel,1,63,2018,February,51,28,1,4,3,0.0,0,BB,ITA,Online TA,TA/TO,0,2,0,B,A,1,No Deposit,5.0,0.0,0,Transient,27.8,1,1,Canceled,2016-05-29
City Hotel,0,113,2019,May,36,11,2,2,2,0.0,0,Undefined,RUS,Online TA,GDS,0,0,0,D,A,0,No Deposit,0.0,0.0,0,Transient,88.92,0,2,Check-Out,2018-05-17
City Hotel,0,66,2017,June,38,26,3,5,2,0.0,0,HB,DNK,Offline TA/TO,TA/TO,0,0,0,B,A,0,No Deposit,,,0,Transient,114.52,0,2,Check-Out,2015-07-18
City Hotel,0,34,2017,July,2,14,1,2,2,0.0,0,Undefined,Unknown,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0.0,0.0,0,Transient,119.67,0,0,Check-Out,2019-04-29
Resort Hotel,1,36,2019,August,24,13,3,6,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,F,0,No Deposit,5.0,0.0,0,Transient,153.0,0,2,Canceled,2016-01-04
Resort Hotel,0,6,2017,September,15,24,0,0,1,0.0,0,BB,FRA,Corporate,TA/TO,0,0,0,A,C,0,No Deposit,2.0,4.0,0,Transient,111.39,0,0,Check-Out,2017-09-30
City Hotel,0,32,2016,May,19,26,3,4,1,0.0,0,BB,FRA,Offline TA/TO,Direct,0,0,0,A,E,2,Non Refund,7.0,,0,Transient,83.05,0,1,Check-Out,2017-05-31
Resort Hotel,0,52,2018,June,3,16,2,4,2,0.0,0,BB,DNK,Offline TA/TO,TA/TO,0,0,0,A,A,3,Non Refund,2.0,,0,Transient,109.8,0,1,Check-Out,2019-04-22
City Hotel,1,28,2019,May,1,28,0,3,4,0.0,0,BB,PRT,Online TA,Direct,0,0,0,A,D,0,No Deposit,2.0,0.0,0,Transient,69.2,0,0,Canceled,2017-09-28
City Hotel,0,58,2018,June,51,12,0,2,2,0.0,0,BB,FRA,Offline TA/TO,Direct,0,0,0,A,A,2,No Deposit,1.0,,3,Contract,123.53,0,4,Check-Out,2019-02-13
Resort Hotel,1,48,2019,December,27,9,3,3,1,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,128.29,0,0,Canceled,2016-05-26
Resort Hotel,1,37,2018,October,2,7,0,3,4,0.0,0,HB,AUT,Online TA,Corporate,0,0,0,C,B,0,No Deposit,8.0,0.0,0,Transient-Party,83.64,1,3,Canceled,2016-11-23
Resort Hotel,1,21,2017,December,30,10,1,1,1,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,1,Refundable,0.0,,0,Transient,68.67,0,2,Canceled,2017-10-06
City Hotel,0,53,2018,September,32,27,4,5,3,1.0,0,BB,GBR,Groups,TA/TO,0,0,0,G,D,0,No Deposit,4.0,,0,Transient,94.87,0,0,Check-Out,2019-01-04
City Hotel,1,221,2018,June,18,17,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,A,0,No Deposit,3.0,,0,Transient-Party,85.47,0,1,Canceled,2016-11-16
Resort Hotel,0,6,2016,June,5,18,2,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,1,Transient,109.89,0,1,Check-Out,2016-02-05
City Hotel,1,221,2017,July,41,25,0,2,1,2.0,0,BB,DEU,Direct,Direct,0,1,0,B,A,0,No Deposit,4.0,0.0,0,Transient,125.31,0,2,Canceled,2015-12-21
City Hotel,0,294,2016,June,13,26,2,1,2,2.0,0,BB,BEL,Online TA,TA/TO,1,0,4,A,D,2,No Deposit,0.0,,0,Contract,129.04,0,0,Check-Out,2018-12-02
City Hotel,0,290,2018,October,39,7,3,1,3,0.0,0,BB,PRT,Offline TA/TO,Undefined,1,0,1,A,A,0,No Deposit,4.0,,7,Group,53.21,1,0,Check-Out,2016-11-04
City Hotel,0,176,2019,July,50,27,2,6,3,1.0,0,BB,Unknown,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,2.0,,0,Transient,138.91,0,0,Check-Out,2017-09-10
City Hotel,1,104,2018,May,31,3,3,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,2.0,0.0,0,Transient,89.93,0,2,Canceled,2016-10-19
Resort Hotel,0,7,2019,October,16,15,3,2,2,1.0,0,BB,ESP,Offline TA/TO,Corporate,0,0,0,D,C,0,No Deposit,3.0,,0,Contract,48.81,1,0,Check-Out,2015-11-14
City Hotel,1,1,2016,November,5,16,2,3,2,1.0,2,BB,NLD,Direct,TA/TO,0,2,0,D,A,0,No Deposit,4.0,,0,Transient,44.82,1,4,Canceled,2015-09-23
City Hotel,1,153,2019,July,31,21,2,4,2,0.0,0,HB,FIN,Corporate,TA/TO,1,1,5,C,A,0,No Deposit,1.0,,0,Transient,130.13,0,0,Canceled,2019-04-28
City Hotel,0,30,2019,August,26,17,1,2,1,1.0,0,FB,DEU,Aviation,TA/TO,0,0,0,A,D,1,No Deposit,5.0,,0,Transient,117.85,0,2,Check-Out,2017-01-04
Resort Hotel,1,61,2017,February,40,13,1,7,2,0.0,0,HB,PRT,Online TA,TA/TO,0,3,0,A,D,0,No Deposit,1.0,,0,Transient,65.84,1,0,Canceled,2019-05-07
City Hotel,1,96,2019,July,48,26,2,5,1,0.0,0,SC,IRL,Online TA,TA/TO,1,0,2,B,A,0,No Deposit,3.0,,0,Transient,117.42,0,0,Canceled,2015-11-08
City Hotel,1,500,2017,February,7,3,2,4,2,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,C,A,0,No Deposit,0.0,,0,Transient,88.65,0,5,Canceled,2019-03-18
Resort Hotel,1,169,2019,January,33,27,0,4,1,0.0,0,BB,ESP,Online TA,TA/TO,1,0,1,A,G,2,No Deposit,10.0,,0,Transient,39.66,3,0,Canceled,2019-03-11
Resort Hotel,0,110,2019,August,44,20,3,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,D,B,0,No Deposit,1.0,,10,Group,170.04,0,3,No-Show,2016-04-20
Resort Hotel,0,93,2018,May,3,20,2,0,2,1.0,0,SC,PRT,Direct,Undefined,1,0,2,A,D,1,No Deposit,,,0,Transient,132.79,1,1,Check-Out,2017-03-04
Resort Hotel,1,23,2018,September,4,23,1,1,2,0.0,0,BB,AUT,Corporate,TA/TO,0,0,0,B,A,2,No Deposit,7.0,,1,Transient,104.02,0,1,Canceled,2018-11-04
City Hotel,0,37,2017,November,51,5,1,5,1,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,,,0,Transient,85.62,0,0,Check-Out,2019-05-28
Resort Hotel,0,40,2018,March,51,9,2,1,3,0.0,0,BB,NLD,Online TA,Corporate,1,0,1,A,A,3,Refundable,0.0,,0,Contract,74.18,0,3,Check-Out,2016-04-13
City Hotel,0,94,2017,September,7,23,2,4,2,0.0,0,SC,PRT,Online TA,TA/TO,0,1,0,D,G,1,No Deposit,4.0,,0,Transient,96.16,1,2,Check-Out,2017-02-22
Resort Hotel,0,16,2018,July,41,18,4,6,2,0.0,0,BB,FIN,Direct,GDS,0,0,0,D,A,1,No Deposit,0.0,,0,Transient,130.4,0,1,Check-Out,2018-07-05
